manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Volkswagen,Golf,e-Golf,85,13.06.2018,58712,89.0,12.59,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,77.0,-4.5,
Volkswagen,Golf,e-Golf,85,12.06.2018,58623,86.0,10.23,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,78.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,12.06.2018,58537,85.0,12.28,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,72.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,11.06.2018,58452,87.0,7.44,Electricity,Summer tires,0,1,0,Moderate,11.6,0,0,70.0,-5.200000000000001,
Volkswagen,Golf,e-Golf,85,11.06.2018,58365,85.0,12.09,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,76.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,11.06.2018,58280,86.0,7.63,Electricity,Summer tires,0,1,1,Moderate,13.5,0,0,45.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,08.06.2018,58194,46.0,5.8,Electricity,Summer tires,1,1,0,Moderate,12.6,0,0,39.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,08.06.2018,58148,129.0,14.19,Electricity,Summer tires,0,1,1,Moderate,11.0,0,0,63.0,-5.800000000000001,
Volkswagen,Golf,e-Golf,85,07.06.2018,58019,86.0,10.41,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,71.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,06.06.2018,57933,86.0,9.55,Electricity,Summer tires,0,1,0,Moderate,11.1,0,0,72.0,-5.700000000000001,
Volkswagen,Golf,e-Golf,85,06.06.2018,57847,86.0,10.66,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,55.0,-4.4,
Volkswagen,Golf,e-Golf,85,05.06.2018,57761,86.0,10.15,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,76.0,-5.0,
Volkswagen,Golf,e-Golf,85,05.06.2018,57675,85.0,13.82,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,67.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,05.06.2018,57590,86.0,6.88,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,71.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,04.06.2018,57504,87.0,10.27,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,66.0,-5.0,
Volkswagen,Golf,e-Golf,85,03.06.2018,57417,24.0,6.88,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,48.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,02.06.2018,57393,23.0,1.0,Electricity,Summer tires,0,1,0,Moderate,13.5,1,0,42.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,02.06.2018,57370,2.0,0.56,Electricity,Summer tires,1,0,0,Moderate,13.2,1,0,15.0,-3.6000000000000014,
Volkswagen,Golf,e-Golf,85,01.06.2018,57368,86.0,10.23,Electricity,Summer tires,0,1,0,Moderate,12.4,1,0,61.0,-4.4,
Volkswagen,Golf,e-Golf,85,01.06.2018,57282,85.0,8.56,Electricity,Summer tires,0,1,0,Moderate,10.7,0,0,68.0,-6.100000000000001,
Volkswagen,Golf,e-Golf,85,31.05.2018,57197,129.0,16.66,Electricity,Summer tires,0,1,0,Moderate,11.8,1,0,61.0,-5.0,
Volkswagen,Golf,e-Golf,85,31.05.2018,57068,85.0,13.02,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,73.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,30.05.2018,56983,17.0,8.18,Electricity,Summer tires,0,1,0,Moderate,12.7,0,0,61.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,30.05.2018,56966,18.0,0.9,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,66.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,30.05.2018,56948,86.0,2.98,Electricity,Summer tires,0,1,0,Moderate,12.8,0,0,73.0,-4.0,
Volkswagen,Golf,e-Golf,85,30.05.2018,56862,86.0,15.06,Electricity,Summer tires,0,1,0,Moderate,11.1,0,0,72.0,-5.700000000000001,
Volkswagen,Golf,e-Golf,85,29.05.2018,56776,88.0,6.14,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,72.0,-5.0,
Volkswagen,Golf,e-Golf,85,29.05.2018,56688,86.0,14.69,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,67.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,28.05.2018,56602,85.0,3.91,Electricity,Summer tires,0,1,0,Moderate,11.6,0,0,74.0,-5.200000000000001,
Volkswagen,Golf,e-Golf,85,28.05.2018,56517,86.0,9.72,Electricity,Summer tires,0,1,0,Moderate,11.3,0,0,68.0,-5.5,
Volkswagen,Golf,e-Golf,85,27.05.2018,56431,85.0,11.72,Electricity,Summer tires,0,0,1,Moderate,13.1,0,0,60.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,26.05.2018,56346,44.0,8.74,Electricity,Summer tires,0,0,1,Moderate,13.6,0,0,44.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,25.05.2018,56302,86.0,8.56,Electricity,Summer tires,0,1,0,Moderate,14.8,0,0,57.0,-2.0,
Volkswagen,Golf,e-Golf,85,25.05.2018,56216,86.0,12.81,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,72.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,24.05.2018,56130,86.0,8.0,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,61.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,24.05.2018,56044,87.0,14.91,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,74.0,-5.0,
Volkswagen,Golf,e-Golf,85,23.05.2018,55957,85.0,14.14,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,68.0,-4.4,
Volkswagen,Golf,e-Golf,85,23.05.2018,55872,86.0,12.65,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,72.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,22.05.2018,55786,88.0,5.02,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,68.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,22.05.2018,55698,87.0,10.18,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,53.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,21.05.2018,55611,112.0,16.93,Electricity,Summer tires,0,1,1,Normal,12.8,0,0,69.0,-4.0,
Volkswagen,Golf,e-Golf,85,20.05.2018,55499,81.0,11.55,Electricity,Summer tires,0,1,0,Normal,13.4,1,0,90.0,-3.4000000000000004,
Volkswagen,Golf,e-Golf,85,20.05.2018,55418,98.0,14.05,Electricity,Summer tires,0,1,0,Normal,13.5,1,0,91.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,20.05.2018,55320,97.0,13.04,Electricity,Summer tires,0,1,0,Normal,14.4,1,0,77.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,19.05.2018,55223,2.0,0.24,Electricity,Summer tires,1,0,0,Normal,12.2,0,0,24.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,19.05.2018,55221,12.0,1.84,Electricity,Summer tires,1,0,0,Normal,15.3,0,0,41.0,-1.5,
Volkswagen,Golf,e-Golf,85,19.05.2018,55209,38.0,6.51,Electricity,Summer tires,0,1,0,Normal,12.1,0,0,64.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,18.05.2018,55171,56.0,10.6,Electricity,Summer tires,0,1,0,Normal,15.4,0,0,97.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,18.05.2018,55115,79.0,7.24,Electricity,Summer tires,0,1,0,Normal,12.6,0,0,63.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,18.05.2018,55036,70.0,7.78,Electricity,Summer tires,0,1,0,Normal,13.6,0,0,68.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,18.05.2018,54966,89.0,16.55,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,68.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,17.05.2018,54877,86.0,11.53,Electricity,Summer tires,0,1,0,Normal,14.8,0,0,58.0,-2.0,
Volkswagen,Golf,e-Golf,85,17.05.2018,54791,85.0,16.92,Electricity,Summer tires,0,1,0,Normal,12.4,0,0,73.0,-4.4,
Volkswagen,Golf,e-Golf,85,16.05.2018,54706,87.0,8.74,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,70.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,16.05.2018,54619,85.0,12.14,Electricity,Summer tires,0,1,0,Moderate,11.4,0,0,74.0,-5.4,
Volkswagen,Golf,e-Golf,85,15.05.2018,54534,86.0,8.37,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,60.0,-4.5,
Volkswagen,Golf,e-Golf,85,15.05.2018,54448,86.0,16.49,Electricity,Summer tires,1,1,0,Moderate,11.8,0,0,74.0,-5.0,
Volkswagen,Golf,e-Golf,85,15.05.2018,54362,104.0,9.3,Electricity,Summer tires,1,1,0,Moderate,12.4,0,0,63.0,-4.4,
Volkswagen,Golf,e-Golf,85,14.05.2018,54258,86.0,10.23,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,65.0,-4.9,
Volkswagen,Golf,e-Golf,85,12.05.2018,54172,5.0,5.21,Electricity,Summer tires,1,0,0,Fast,15.9,0,0,13.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,11.05.2018,54167,4.0,3.72,Electricity,Summer tires,1,0,0,Fast,12.4,0,0,20.0,-4.4,
Volkswagen,Golf,e-Golf,85,09.05.2018,54163,96.0,5.39,Electricity,Summer tires,0,1,0,Fast,14.4,0,0,46.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,09.05.2018,54067,85.0,16.74,Electricity,Summer tires,0,1,0,Moderate,12.6,0,0,75.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,09.05.2018,53982,82.0,9.49,Electricity,Summer tires,0,1,0,Fast,15.4,0,0,53.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,08.05.2018,53900,6.0,6.07,Electricity,Summer tires,1,0,0,Moderate,11.0,0,0,18.0,-5.800000000000001,
Volkswagen,Golf,e-Golf,85,08.05.2018,53894,20.0,4.87,Electricity,Summer tires,1,0,0,Moderate,10.2,0,0,28.0,-6.600000000000001,
Volkswagen,Golf,e-Golf,85,08.05.2018,53874,87.0,10.18,Electricity,Summer tires,0,1,0,Moderate,11.3,0,0,66.0,-5.5,
Volkswagen,Golf,e-Golf,85,07.05.2018,53787,86.0,11.53,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,67.0,-5.0,
Volkswagen,Golf,e-Golf,85,07.05.2018,53701,85.0,9.89,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,70.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,07.05.2018,53616,89.0,6.7,Electricity,Summer tires,1,1,1,Moderate,11.8,0,0,41.0,-5.0,
Volkswagen,Golf,e-Golf,85,05.05.2018,53527,58.0,11.53,Electricity,Summer tires,0,0,1,Moderate,11.9,0,0,48.0,-4.9,
Volkswagen,Golf,e-Golf,85,04.05.2018,53469,91.0,8.93,Electricity,Summer tires,0,1,0,Normal,14.2,0,0,58.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,04.05.2018,53378,85.0,16.08,Electricity,Summer tires,0,1,0,Normal,14.2,0,1,74.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,03.05.2018,53293,87.0,10.97,Electricity,Summer tires,0,1,0,Normal,15.4,0,0,59.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,03.05.2018,53206,85.0,16.92,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,72.0,-4.4,
Volkswagen,Golf,e-Golf,85,02.05.2018,53121,85.0,6.14,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,61.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,02.05.2018,53036,86.0,17.53,Electricity,Summer tires,0,1,0,Moderate,14.5,0,1,65.0,-2.3000000000000007,
Volkswagen,Golf,e-Golf,85,01.05.2018,52950,77.0,12.28,Electricity,Summer tires,0,0,1,Normal,16.2,0,1,59.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,30.04.2018,52873,18.0,6.51,Electricity,Summer tires,0,1,0,Normal,14.1,0,0,46.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,30.04.2018,52855,35.0,2.12,Electricity,Summer tires,0,1,0,Normal,15.0,0,0,61.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,28.04.2018,52820,23.0,1.8,Electricity,Summer tires,0,1,0,Fast,14.7,0,0,44.0,-2.1000000000000014,
Volkswagen,Golf,e-Golf,85,28.04.2018,52797,93.0,14.88,Electricity,Summer tires,0,1,0,Moderate,14.7,0,0,46.0,-2.1000000000000014,
Volkswagen,Golf,e-Golf,85,27.04.2018,52704,86.0,17.01,Electricity,Summer tires,0,1,0,Moderate,14.1,0,0,72.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,26.04.2018,52618,85.0,9.11,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,56.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,26.04.2018,52533,86.0,17.65,Electricity,Summer tires,0,1,0,Moderate,14.7,0,0,66.0,-2.1000000000000014,
Volkswagen,Golf,e-Golf,85,25.04.2018,52447,92.0,8.56,Electricity,Summer tires,0,1,0,Moderate,12.8,0,0,47.0,-4.0,
Volkswagen,Golf,e-Golf,85,25.04.2018,52355,86.0,17.11,Electricity,Summer tires,0,1,0,Moderate,13.8,0,0,66.0,-3.0,
Volkswagen,Golf,e-Golf,85,24.04.2018,52269,87.0,9.3,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,59.0,-4.4,
Volkswagen,Golf,e-Golf,85,24.04.2018,52182,85.0,17.3,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,62.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,23.04.2018,52097,88.0,6.32,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,87.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,23.04.2018,52009,89.0,17.05,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,53.0,-4.5,
Volkswagen,Golf,e-Golf,85,22.04.2018,51920,72.0,6.32,Electricity,Summer tires,0,0,1,Moderate,13.6,0,0,52.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,21.04.2018,51848,27.0,4.05,Electricity,Summer tires,0,0,1,Moderate,11.6,0,0,42.0,-5.200000000000001,
Volkswagen,Golf,e-Golf,85,21.04.2018,51821,5.0,3.72,Electricity,Summer tires,1,0,0,Moderate,12.7,0,0,17.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,21.04.2018,51816,47.0,13.02,Electricity,Summer tires,0,1,0,Fast,16.4,0,0,76.0,-0.40000000000000213,
Volkswagen,Golf,e-Golf,85,21.04.2018,51769,46.0,2.97,Electricity,Summer tires,1,1,0,Moderate,10.3,0,0,44.0,-6.5,
Volkswagen,Golf,e-Golf,85,20.04.2018,51723,86.0,9.8,Electricity,Summer tires,0,1,0,Moderate,12.4,0,0,75.0,-4.4,
Volkswagen,Golf,e-Golf,85,19.04.2018,51637,76.0,6.14,Electricity,Summer tires,1,1,0,Moderate,12.3,0,0,58.0,-4.5,
Volkswagen,Golf,e-Golf,85,19.04.2018,51561,20.0,1.93,Electricity,Summer tires,1,0,0,Moderate,11.3,0,0,31.0,-5.5,
Volkswagen,Golf,e-Golf,85,19.04.2018,51541,86.0,15.8,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,64.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,18.04.2018,51455,85.0,9.11,Electricity,Summer tires,0,1,0,Normal,13.5,0,0,59.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,18.04.2018,51370,86.0,15.89,Electricity,Summer tires,0,1,0,Moderate,13.5,0,1,69.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,17.04.2018,51284,86.0,8.74,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,62.0,-5.0,
Volkswagen,Golf,e-Golf,85,17.04.2018,51198,87.0,17.93,Electricity,Summer tires,0,1,0,Moderate,13.6,0,1,66.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,16.04.2018,51111,90.0,13.21,Electricity,Summer tires,0,1,0,Moderate,13.0,0,1,59.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,16.04.2018,51021,86.0,9.67,Electricity,Summer tires,0,1,0,Normal,13.7,0,1,69.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,15.04.2018,50935,97.0,15.81,Electricity,Summer tires,0,1,0,Normal,16.3,0,1,65.0,-0.5,
Volkswagen,Golf,e-Golf,85,14.04.2018,50838,114.0,15.81,Electricity,Winter tires,0,1,0,Moderate,13.7,0,0,64.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,13.04.2018,50724,68.0,12.09,Electricity,Winter tires,0,1,1,Normal,15.1,0,1,70.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,13.04.2018,50656,90.0,13.76,Electricity,Winter tires,0,1,0,Normal,16.3,0,1,57.0,-0.5,
Volkswagen,Golf,e-Golf,85,13.04.2018,50566,86.0,17.28,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,70.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,13.04.2018,50480,92.0,12.28,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,59.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,12.04.2018,50388,86.0,17.17,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,66.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,11.04.2018,50302,87.0,9.86,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,59.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,11.04.2018,50215,86.0,16.83,Electricity,Winter tires,0,1,0,Moderate,13.4,0,1,69.0,-3.4000000000000004,
Volkswagen,Golf,e-Golf,85,10.04.2018,50129,92.0,13.21,Electricity,Winter tires,0,1,0,Moderate,15.8,0,0,47.0,-1.0,
Volkswagen,Golf,e-Golf,85,10.04.2018,50037,88.0,17.22,Electricity,Winter tires,0,1,0,Moderate,12.8,0,0,66.0,-4.0,
Volkswagen,Golf,e-Golf,85,10.04.2018,49949,88.0,7.07,Electricity,Winter tires,0,1,0,Moderate,12.6,0,0,59.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,09.04.2018,49861,88.0,16.83,Electricity,Winter tires,0,1,0,Normal,12.8,0,0,52.0,-4.0,
Volkswagen,Golf,e-Golf,85,08.04.2018,49773,32.0,13.21,Electricity,Winter tires,0,0,1,Normal,13.5,0,0,65.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,08.04.2018,49741,93.0,3.72,Electricity,Winter tires,0,0,1,Normal,12.7,0,0,42.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,08.04.2018,49648,57.0,9.49,Electricity,Winter tires,0,0,1,Normal,13.3,0,0,66.0,-3.5,
Volkswagen,Golf,e-Golf,85,08.04.2018,49591,104.0,9.49,Electricity,Winter tires,0,1,0,Fast,14.4,0,0,53.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,08.04.2018,49487,47.0,8.69,Electricity,Winter tires,0,1,0,Moderate,15.7,0,0,69.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,07.04.2018,49440,5.0,10.97,Electricity,Winter tires,0,1,0,Fast,15.1,0,0,23.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,06.04.2018,49435,87.0,4.09,Electricity,Winter tires,0,1,0,Fast,16.4,0,0,92.0,-0.40000000000000213,
Volkswagen,Golf,e-Golf,85,06.04.2018,49348,87.0,16.72,Electricity,Winter tires,0,1,0,Moderate,15.4,0,0,69.0,-1.4000000000000004,
Volkswagen,Golf,e-Golf,85,06.04.2018,49261,37.0,11.72,Electricity,Winter tires,0,0,1,Normal,16.2,0,1,72.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,06.04.2018,49224,38.0,1.95,Electricity,Winter tires,0,0,1,Moderate,16.2,0,1,65.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,05.04.2018,49186,89.0,10.04,Electricity,Winter tires,0,1,0,Moderate,13.9,0,0,87.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,05.04.2018,49097,86.0,17.81,Electricity,Winter tires,0,1,0,Moderate,14.1,0,1,74.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,04.04.2018,49011,91.0,8.74,Electricity,Winter tires,0,1,0,Moderate,12.4,0,0,74.0,-4.4,
Volkswagen,Golf,e-Golf,85,04.04.2018,48920,86.0,17.51,Electricity,Winter tires,0,1,0,Moderate,14.8,0,1,67.0,-2.0,
Volkswagen,Golf,e-Golf,85,03.04.2018,48834,86.0,7.81,Electricity,Winter tires,0,1,0,Moderate,12.3,0,0,74.0,-4.5,
Volkswagen,Golf,e-Golf,85,03.04.2018,48748,87.0,15.84,Electricity,Winter tires,0,1,0,Moderate,14.6,0,1,56.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,02.04.2018,48661,34.0,13.95,Electricity,Winter tires,0,1,0,Moderate,15.0,0,1,59.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,01.04.2018,48627,89.0,5.39,Electricity,Winter tires,0,1,0,Moderate,15.9,0,1,75.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,01.04.2018,48538,89.0,16.37,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,73.0,-0.1999999999999993,
Volkswagen,Golf,e-Golf,85,01.04.2018,48449,33.0,4.65,Electricity,Winter tires,0,0,1,Moderate,18.1,0,1,63.0,1.3000000000000007,
Volkswagen,Golf,e-Golf,85,31.03.2018,48416,15.0,16.55,Electricity,Winter tires,1,0,0,Moderate,17.2,0,1,29.0,0.3999999999999986,
Volkswagen,Golf,e-Golf,85,29.03.2018,48401,87.0,2.98,Electricity,Winter tires,0,1,0,Moderate,15.7,0,1,68.0,-1.1000000000000014,
Volkswagen,Golf,e-Golf,85,29.03.2018,48314,87.0,17.38,Electricity,Winter tires,0,1,0,Moderate,17.0,0,1,64.0,0.1999999999999993,
Volkswagen,Golf,e-Golf,85,28.03.2018,48227,47.0,7.25,Electricity,Winter tires,0,1,1,Moderate,15.0,0,1,76.0,-1.8000000000000007,
Volkswagen,Golf,e-Golf,85,28.03.2018,48180,41.0,5.76,Electricity,Winter tires,0,1,1,Moderate,15.3,0,1,51.0,-1.5,
Volkswagen,Golf,e-Golf,85,28.03.2018,48139,106.0,17.18,Electricity,Winter tires,0,1,1,Moderate,14.2,0,1,60.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,27.03.2018,48033,22.0,6.4,Electricity,Winter tires,0,0,1,Moderate,17.5,0,1,19.0,0.6999999999999993,
Volkswagen,Golf,e-Golf,85,26.03.2018,48011,47.0,11.11,Electricity,Winter tires,0,1,0,Moderate,13.6,0,1,76.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,26.03.2018,47964,41.0,4.47,Electricity,Winter tires,0,1,0,Moderate,12.8,0,1,63.0,-4.0,
Volkswagen,Golf,e-Golf,85,26.03.2018,47923,86.0,9.51,Electricity,Winter tires,0,1,0,Moderate,15.2,0,1,78.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,24.03.2018,47837,27.0,8.62,Electricity,Winter tires,0,0,1,Moderate,14.5,0,1,47.0,-2.3000000000000007,
Volkswagen,Golf,e-Golf,85,23.03.2018,47810,21.0,3.28,Electricity,Winter tires,0,0,1,Moderate,13.0,0,1,48.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,23.03.2018,47789,38.0,3.79,Electricity,Winter tires,0,0,1,Moderate,14.1,0,1,47.0,-2.700000000000001,
Volkswagen,Golf,e-Golf,85,23.03.2018,47751,24.0,13.76,Electricity,Winter tires,0,0,1,Moderate,14.8,0,1,32.0,-2.0,
Volkswagen,Golf,e-Golf,85,23.03.2018,47727,42.0,3.5,Electricity,Winter tires,0,0,1,Moderate,14.8,0,1,43.0,-2.0,
Volkswagen,Golf,e-Golf,85,23.03.2018,47685,87.0,8.65,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,75.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,22.03.2018,47598,98.0,14.88,Electricity,Winter tires,0,1,0,Moderate,16.1,0,1,71.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,22.03.2018,47500,48.0,11.34,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,81.0,-1.5,
Volkswagen,Golf,e-Golf,85,21.03.2018,47452,47.0,6.56,Electricity,Winter tires,0,1,0,Moderate,15.3,0,1,34.0,-1.5,
Volkswagen,Golf,e-Golf,85,21.03.2018,47405,87.0,17.33,Electricity,Winter tires,0,1,0,Moderate,15.9,0,1,66.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,20.03.2018,47318,46.0,9.93,Electricity,Winter tires,0,1,0,Moderate,15.5,0,1,84.0,-1.3000000000000007,
Volkswagen,Golf,e-Golf,85,20.03.2018,47272,41.0,3.49,Electricity,Winter tires,0,1,0,Moderate,14.2,0,1,71.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,20.03.2018,47231,86.0,17.18,Electricity,Winter tires,0,1,0,Moderate,14.4,0,1,63.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,19.03.2018,47145,47.0,8.5,Electricity,Winter tires,0,1,0,Moderate,14.9,0,1,79.0,-1.9000000000000004,
Volkswagen,Golf,e-Golf,85,19.03.2018,47098,44.0,9.88,Electricity,Winter tires,0,1,0,Moderate,13.9,0,1,56.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,19.03.2018,47054,86.0,9.83,Electricity,Winter tires,0,1,0,Moderate,15.1,0,1,79.0,-1.700000000000001,
Volkswagen,Golf,e-Golf,85,18.03.2018,46968,90.0,19.12,Electricity,Winter tires,0,1,0,Moderate,18.3,0,1,53.0,1.5,
Volkswagen,Golf,e-Golf,85,17.03.2018,46878,35.0,7.0,Electricity,Winter tires,0,0,1,Moderate,20.8,0,1,53.0,4.0,
Volkswagen,Golf,e-Golf,85,17.03.2018,46843,37.0,8.42,Electricity,Winter tires,0,0,1,Moderate,17.2,0,1,42.0,0.3999999999999986,
Volkswagen,Golf,e-Golf,85,17.03.2018,46806,84.0,11.16,Electricity,Winter tires,0,1,0,Moderate,16.6,0,1,67.0,-0.1999999999999993,
Volkswagen,Golf,e-Golf,85,16.03.2018,46722,53.0,12.75,Electricity,Winter tires,0,1,0,Moderate,18.1,0,1,83.0,1.3000000000000007,
Volkswagen,Golf,e-Golf,85,16.03.2018,46669,41.0,5.67,Electricity,Winter tires,0,1,0,Moderate,16.2,0,1,71.0,-0.6000000000000014,
Volkswagen,Golf,e-Golf,85,16.03.2018,46628,86.0,17.19,Electricity,Winter tires,0,1,0,Moderate,16.0,0,1,77.0,-0.8000000000000007,
Volkswagen,Golf,e-Golf,85,15.03.2018,46542,46.0,10.04,Electricity,Winter tires,0,1,0,Moderate,16.0,0,1,82.0,-0.8000000000000007,
