manufacturer,model,version,power(kW),fuel_date,odometer,trip_distance(km),quantity(kWh),fuel_type,tire_type,city,motor_way,country_roads,driving_style,consumption(kWh/100km),A/C,park_heating,avg_speed(km/h),ecr_deviation,fuel_note
Volkswagen,Golf,e-Golf,85,17.09.2018,71594,71.0,7.36,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,80.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,17.09.2018,71523,73.0,10.42,Electricity,Summer tires,0,1,0,Moderate,13.2,0,1,63.0,-3.6000000000000014,
Volkswagen,Golf,e-Golf,85,17.09.2018,71450,87.0,6.31,Electricity,Summer tires,0,1,1,Moderate,13.1,0,1,58.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,16.09.2018,71363,72.0,10.01,Electricity,Summer tires,0,0,1,Moderate,13.9,0,0,55.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,15.09.2018,71291,3.0,0.37,Electricity,Summer tires,1,0,0,Moderate,12.5,0,1,15.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,15.09.2018,71288,17.0,7.1,Electricity,Summer tires,0,1,0,Fast,18.1,0,1,61.0,1.3000000000000007,
Volkswagen,Golf,e-Golf,85,14.09.2018,71271,108.0,3.82,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61.0,-5.0,
Volkswagen,Golf,e-Golf,85,14.09.2018,71163,103.0,14.9,Electricity,Summer tires,0,1,0,Moderate,12.8,0,1,69.0,-4.0,
Volkswagen,Golf,e-Golf,85,13.09.2018,71060,71.0,10.8,Electricity,Summer tires,0,1,0,Normal,13.9,0,1,79.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,13.09.2018,70989,71.0,10.6,Electricity,Summer tires,0,1,0,Normal,14.6,0,1,69.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,13.09.2018,70918,18.0,13.28,Electricity,Summer tires,0,1,0,Moderate,12.9,0,1,56.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,13.09.2018,70900,97.0,2.23,Electricity,Summer tires,0,0,1,Moderate,13.3,0,0,53.0,-3.5,
Volkswagen,Golf,e-Golf,85,11.09.2018,70803,72.0,14.71,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,77.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,11.09.2018,70731,100.0,10.79,Electricity,Summer tires,0,1,0,Moderate,12.5,0,1,67.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,10.09.2018,70631,71.0,10.51,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,75.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,10.09.2018,70560,72.0,9.86,Electricity,Summer tires,0,1,0,Normal,13.2,0,0,57.0,-3.6000000000000014,
Volkswagen,Golf,e-Golf,85,10.09.2018,70488,84.0,6.18,Electricity,Summer tires,1,1,1,Normal,13.1,0,0,54.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,09.09.2018,70404,89.0,14.02,Electricity,Summer tires,1,1,0,Normal,13.6,0,0,57.0,-3.200000000000001,
Volkswagen,Golf,e-Golf,85,09.09.2018,70315,81.0,9.67,Electricity,Summer tires,0,1,1,Fast,14.3,0,0,48.0,-2.5,
Volkswagen,Golf,e-Golf,85,08.09.2018,70234,20.0,7.63,Electricity,Summer tires,0,1,0,Normal,15.9,0,0,52.0,-0.9000000000000004,
Volkswagen,Golf,e-Golf,85,07.09.2018,70214,74.0,12.55,Electricity,Summer tires,0,1,0,Moderate,14.4,0,0,57.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,07.09.2018,70140,19.0,5.39,Electricity,Summer tires,1,1,0,Moderate,11.0,0,0,46.0,-5.800000000000001,
Volkswagen,Golf,e-Golf,85,07.09.2018,70121,104.0,8.1,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,61.0,-5.0,
Volkswagen,Golf,e-Golf,85,06.09.2018,70017,72.0,13.11,Electricity,Summer tires,0,1,0,Normal,13.7,0,0,82.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,06.09.2018,69945,105.0,10.97,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,68.0,-5.0,
Volkswagen,Golf,e-Golf,85,05.09.2018,69840,71.0,11.39,Electricity,Summer tires,0,1,0,Moderate,13.5,0,0,82.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,05.09.2018,69769,101.0,11.35,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,74.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,04.09.2018,69668,71.0,12.98,Electricity,Summer tires,0,1,0,Normal,14.4,0,0,80.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,04.09.2018,69597,72.0,10.04,Electricity,Summer tires,0,1,0,Normal,12.6,0,0,71.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,04.09.2018,69525,38.0,8.7,Electricity,Summer tires,0,1,0,Normal,12.9,0,0,52.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,03.09.2018,69487,76.0,6.7,Electricity,Summer tires,0,1,0,Normal,11.6,0,0,66.0,-5.200000000000001,
Volkswagen,Golf,e-Golf,85,03.09.2018,69411,71.0,8.0,Electricity,Summer tires,0,1,0,Normal,12.0,0,0,70.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,03.09.2018,69340,92.0,7.45,Electricity,Summer tires,0,1,0,Fast,13.5,0,0,56.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,02.09.2018,69248,17.0,15.03,Electricity,Summer tires,0,1,0,Fast,18.1,0,0,67.0,1.3000000000000007,
Volkswagen,Golf,e-Golf,85,02.09.2018,69231,68.0,2.22,Electricity,Summer tires,1,1,0,Normal,16.0,0,0,94.0,-0.8000000000000007,
Volkswagen,Golf,e-Golf,85,01.09.2018,69163,112.0,10.6,Electricity,Summer tires,1,1,0,Normal,12.4,0,0,60.0,-4.4,
Volkswagen,Golf,e-Golf,85,01.09.2018,69051,78.0,13.73,Electricity,Summer tires,1,1,0,Fast,17.6,0,0,76.0,0.8000000000000007,
Volkswagen,Golf,e-Golf,85,31.08.2018,68973,18.0,10.18,Electricity,Summer tires,1,0,0,Moderate,12.5,0,0,35.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,31.08.2018,68955,104.0,10.42,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,70.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,30.08.2018,68851,71.0,13.92,Electricity,Summer tires,0,1,0,Moderate,13.3,0,0,69.0,-3.5,
Volkswagen,Golf,e-Golf,85,30.08.2018,68780,102.0,11.35,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,67.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,29.08.2018,68678,78.0,11.73,Electricity,Summer tires,0,1,0,Normal,12.2,0,0,76.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,29.08.2018,68600,102.0,11.72,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,69.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,28.08.2018,68498,71.0,13.77,Electricity,Summer tires,0,1,0,Fast,14.6,0,0,81.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,28.08.2018,68427,85.0,9.86,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,69.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,27.08.2018,68342,17.0,0.93,Electricity,Summer tires,0,1,0,Moderate,14.4,0,0,56.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,27.08.2018,68325,71.0,10.22,Electricity,Summer tires,0,1,0,Moderate,12.7,0,0,79.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,27.08.2018,68254,24.0,9.67,Electricity,Summer tires,0,1,0,Moderate,12.8,0,0,44.0,-4.0,
Volkswagen,Golf,e-Golf,85,27.08.2018,68230,65.0,5.39,Electricity,Summer tires,0,1,0,Moderate,13.8,0,0,65.0,-3.0,
Volkswagen,Golf,e-Golf,85,27.08.2018,68165,35.0,1.12,Electricity,Summer tires,0,1,0,Normal,12.1,0,0,51.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,23.08.2018,68130,68.0,10.79,Electricity,Summer tires,0,1,0,Normal,12.4,0,0,51.0,-4.4,
Volkswagen,Golf,e-Golf,85,22.08.2018,68062,107.0,10.88,Electricity,Summer tires,0,1,0,Normal,12.1,0,0,73.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,22.08.2018,67955,6.0,6.14,Electricity,Summer tires,0,1,0,Normal,10.7,0,0,42.0,-6.100000000000001,
Volkswagen,Golf,e-Golf,85,22.08.2018,67949,98.0,7.63,Electricity,Summer tires,0,1,0,Normal,12.7,0,0,53.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,22.08.2018,67851,110.0,13.16,Electricity,Summer tires,0,1,1,Normal,13.9,0,0,85.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,21.08.2018,67741,85.0,12.53,Electricity,Summer tires,1,1,0,Normal,13.9,0,0,52.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,21.08.2018,67656,115.0,16.2,Electricity,Summer tires,0,1,1,Moderate,12.3,0,0,44.0,-4.5,
Volkswagen,Golf,e-Golf,85,17.08.2018,67541,22.0,2.69,Electricity,Summer tires,0,0,1,Moderate,11.1,0,0,41.0,-5.700000000000001,
Volkswagen,Golf,e-Golf,85,17.08.2018,67519,25.0,13.97,Electricity,Summer tires,0,0,1,Normal,15.2,0,0,41.0,-1.6000000000000014,
Volkswagen,Golf,e-Golf,85,16.08.2018,67494,97.0,4.08,Electricity,Summer tires,0,1,0,Moderate,13.8,0,0,74.0,-3.0,
Volkswagen,Golf,e-Golf,85,16.08.2018,67397,114.0,13.5,Electricity,Summer tires,0,1,1,Moderate,12.6,0,0,73.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,16.08.2018,67283,17.0,6.14,Electricity,Summer tires,0,1,0,Moderate,14.4,0,0,55.0,-2.4000000000000004,
Volkswagen,Golf,e-Golf,85,15.08.2018,67266,71.0,10.31,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,74.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,15.08.2018,67195,101.0,11.72,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,74.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,14.08.2018,67094,75.0,12.15,Electricity,Summer tires,0,1,0,Moderate,13.5,0,0,65.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,14.08.2018,67019,25.0,9.86,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,65.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,14.08.2018,66994,77.0,4.09,Electricity,Summer tires,0,1,0,Moderate,13.4,0,0,74.0,-3.4000000000000004,
Volkswagen,Golf,e-Golf,85,13.08.2018,66917,72.0,12.12,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,67.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,13.08.2018,66845,118.0,10.23,Electricity,Summer tires,0,1,1,Moderate,11.7,0,0,71.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,12.08.2018,66727,66.0,10.04,Electricity,Summer tires,0,0,1,Moderate,13.1,0,0,45.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,10.08.2018,66661,80.0,12.96,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,55.0,-5.0,
Volkswagen,Golf,e-Golf,85,10.08.2018,66581,106.0,10.6,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,66.0,-4.5,
Volkswagen,Golf,e-Golf,85,09.08.2018,66475,86.0,11.44,Electricity,Summer tires,0,1,0,Moderate,10.7,0,0,54.0,-6.100000000000001,
Volkswagen,Golf,e-Golf,85,08.08.2018,66389,3.0,5.21,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,24.0,-4.5,
Volkswagen,Golf,e-Golf,85,08.08.2018,66386,100.0,7.06,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,81.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,07.08.2018,66286,71.0,9.99,Electricity,Summer tires,0,1,0,Moderate,10.6,0,0,73.0,-6.200000000000001,
Volkswagen,Golf,e-Golf,85,07.08.2018,66215,100.0,11.16,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,76.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,06.08.2018,66115,72.0,12.58,Electricity,Summer tires,0,1,0,Moderate,10.9,0,0,76.0,-5.9,
Volkswagen,Golf,e-Golf,85,06.08.2018,66043,91.0,8.93,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,69.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,05.08.2018,65952,20.0,8.93,Electricity,Summer tires,0,1,0,Moderate,16.1,0,0,62.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,04.08.2018,65932,66.0,7.81,Electricity,Summer tires,0,1,1,Moderate,12.0,0,0,54.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,04.08.2018,65866,47.0,0.74,Electricity,Summer tires,1,1,1,Moderate,12.2,0,0,64.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,04.08.2018,65819,18.0,7.22,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,57.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,04.08.2018,65801,26.0,0.93,Electricity,Summer tires,0,1,0,Normal,14.6,0,0,39.0,-2.200000000000001,
Volkswagen,Golf,e-Golf,85,03.08.2018,65775,75.0,9.73,Electricity,Summer tires,0,1,0,Moderate,11.4,0,0,74.0,-5.4,
Volkswagen,Golf,e-Golf,85,03.08.2018,65700,114.0,10.97,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,58.0,-5.0,
Volkswagen,Golf,e-Golf,85,02.08.2018,65586,74.0,11.22,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,74.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,02.08.2018,65512,101.0,11.9,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,73.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,01.08.2018,65411,72.0,10.41,Electricity,Summer tires,0,1,0,Normal,11.1,0,0,75.0,-5.700000000000001,
Volkswagen,Golf,e-Golf,85,01.08.2018,65339,100.0,11.16,Electricity,Summer tires,0,1,0,Normal,12.0,0,0,73.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,31.07.2018,65239,72.0,9.69,Electricity,Summer tires,0,1,0,Normal,10.3,0,0,75.0,-6.5,
Volkswagen,Golf,e-Golf,85,31.07.2018,65167,71.0,9.49,Electricity,Summer tires,0,1,0,Normal,12.5,0,0,79.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,31.07.2018,65096,106.0,10.19,Electricity,Summer tires,0,1,0,Moderate,11.3,0,0,71.0,-5.5,
Volkswagen,Golf,e-Golf,85,30.07.2018,64989,88.0,11.35,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,68.0,-5.0,
Volkswagen,Golf,e-Golf,85,28.07.2018,64902,17.0,0.93,Electricity,Summer tires,0,1,0,Moderate,10.9,1,0,30.0,-5.9,
Volkswagen,Golf,e-Golf,85,27.07.2018,64885,79.0,13.02,Electricity,Summer tires,0,1,0,Normal,14.2,1,0,44.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,24.07.2018,64806,71.0,11.15,Electricity,Summer tires,0,1,0,Moderate,12.8,1,0,67.0,-4.0,
Volkswagen,Golf,e-Golf,85,24.07.2018,64735,86.0,11.53,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,74.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,23.07.2018,64649,16.0,0.56,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,57.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,23.07.2018,64632,74.0,4.93,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,69.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,23.07.2018,64559,88.0,10.47,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,66.0,-4.9,
Volkswagen,Golf,e-Golf,85,21.07.2018,64471,2.0,0.23,Electricity,Summer tires,0,1,0,Normal,11.5,0,0,20.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,21.07.2018,64468,89.0,14.56,Electricity,Summer tires,0,1,0,Normal,12.3,0,0,62.0,-4.5,
Volkswagen,Golf,e-Golf,85,20.07.2018,64379,71.0,10.97,Electricity,Summer tires,0,1,0,Normal,13.8,0,0,83.0,-3.0,
Volkswagen,Golf,e-Golf,85,20.07.2018,64309,86.0,7.0,Electricity,Summer tires,0,1,1,Normal,13.7,0,0,71.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,19.07.2018,64223,121.0,15.85,Electricity,Summer tires,0,1,0,Normal,13.1,0,0,61.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,19.07.2018,64102,5.0,4.9,Electricity,Summer tires,1,0,0,Fast,16.1,0,0,28.0,-0.6999999999999993,
Volkswagen,Golf,e-Golf,85,19.07.2018,64096,96.0,7.07,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,82.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,18.07.2018,64001,71.0,11.1,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,73.0,-5.0,
Volkswagen,Golf,e-Golf,85,18.07.2018,63930,103.0,12.83,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,74.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,17.07.2018,63827,71.0,7.16,Electricity,Summer tires,0,1,0,Moderate,11.3,0,0,72.0,-5.5,
Volkswagen,Golf,e-Golf,85,17.07.2018,63756,86.0,11.34,Electricity,Summer tires,0,1,0,Moderate,11.0,0,0,74.0,-5.800000000000001,
Volkswagen,Golf,e-Golf,85,16.07.2018,63670,16.0,0.37,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,57.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,16.07.2018,63654,74.0,9.01,Electricity,Summer tires,0,1,0,Moderate,11.4,1,0,69.0,-5.4,
Volkswagen,Golf,e-Golf,85,16.07.2018,63580,117.0,11.16,Electricity,Summer tires,0,1,1,Moderate,11.8,0,0,63.0,-5.0,
Volkswagen,Golf,e-Golf,85,14.07.2018,63463,102.0,14.82,Electricity,Summer tires,1,0,1,Moderate,12.3,0,0,50.0,-4.5,
Volkswagen,Golf,e-Golf,85,14.07.2018,63361,37.0,1.9,Electricity,Summer tires,0,0,1,Moderate,11.3,0,0,49.0,-5.5,
Volkswagen,Golf,e-Golf,85,14.07.2018,63324,115.0,12.08,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,58.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,13.07.2018,63209,85.0,11.9,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,78.0,-5.0,
Volkswagen,Golf,e-Golf,85,12.07.2018,63124,86.0,11.53,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,65.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,12.07.2018,63038,85.0,11.16,Electricity,Summer tires,0,1,0,Moderate,11.5,0,0,75.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,11.07.2018,62953,86.0,13.02,Electricity,Summer tires,0,1,0,Moderate,13.1,0,0,64.0,-3.700000000000001,
Volkswagen,Golf,e-Golf,85,11.07.2018,62867,86.0,11.53,Electricity,Summer tires,0,1,0,Moderate,13.0,0,0,67.0,-3.8000000000000007,
Volkswagen,Golf,e-Golf,85,11.07.2018,62781,97.0,10.42,Electricity,Summer tires,1,1,0,Normal,14.5,0,0,54.0,-2.3000000000000007,
Volkswagen,Golf,e-Golf,85,10.07.2018,62684,86.0,12.4,Electricity,Summer tires,0,1,0,Moderate,12.9,0,0,72.0,-3.9000000000000004,
Volkswagen,Golf,e-Golf,85,09.07.2018,62598,86.0,10.04,Electricity,Summer tires,0,1,0,Moderate,13.2,0,0,76.0,-3.6000000000000014,
Volkswagen,Golf,e-Golf,85,09.07.2018,62512,87.0,11.44,Electricity,Summer tires,0,1,0,Moderate,11.8,0,0,66.0,-5.0,
Volkswagen,Golf,e-Golf,85,07.07.2018,62425,40.0,15.07,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,52.0,-4.5,
Volkswagen,Golf,e-Golf,85,06.07.2018,62385,92.0,0.74,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,64.0,-4.9,
Volkswagen,Golf,e-Golf,85,06.07.2018,62293,87.0,14.69,Electricity,Summer tires,0,1,0,Moderate,11.9,0,0,76.0,-4.9,
Volkswagen,Golf,e-Golf,85,05.07.2018,62206,89.0,4.84,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,62.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,05.07.2018,62117,86.0,11.67,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,76.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,04.07.2018,62031,86.0,11.35,Electricity,Summer tires,0,1,0,Fast,13.7,0,0,74.0,-3.1000000000000014,
Volkswagen,Golf,e-Golf,85,04.07.2018,61945,86.0,14.51,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,73.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,03.07.2018,61859,115.0,8.0,Electricity,Summer tires,0,1,0,Moderate,12.0,0,0,69.0,-4.800000000000001,
Volkswagen,Golf,e-Golf,85,03.07.2018,61744,86.0,12.84,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,73.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,02.07.2018,61658,87.0,7.26,Electricity,Summer tires,0,1,0,Moderate,12.3,0,0,75.0,-4.5,
Volkswagen,Golf,e-Golf,85,02.07.2018,61571,87.0,14.4,Electricity,Summer tires,0,1,0,Moderate,12.8,0,0,68.0,-4.0,
Volkswagen,Golf,e-Golf,85,01.07.2018,61484,86.0,10.67,Electricity,Summer tires,0,0,1,Moderate,12.2,0,0,49.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,01.07.2018,61398,78.0,9.35,Electricity,Summer tires,0,0,1,Moderate,12.8,0,0,54.0,-4.0,
Volkswagen,Golf,e-Golf,85,30.06.2018,61320,113.0,12.49,Electricity,Summer tires,0,1,1,Moderate,12.3,0,0,67.0,-4.5,
Volkswagen,Golf,e-Golf,85,30.06.2018,61207,106.0,13.7,Electricity,Summer tires,0,1,1,Moderate,12.4,0,0,79.0,-4.4,
Volkswagen,Golf,e-Golf,85,30.06.2018,61101,118.0,13.85,Electricity,Summer tires,0,1,1,Moderate,13.3,0,0,71.0,-3.5,
Volkswagen,Golf,e-Golf,85,29.06.2018,60983,79.0,9.24,Electricity,Summer tires,0,0,1,Moderate,11.7,1,0,51.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,28.06.2018,60904,29.0,3.42,Electricity,Summer tires,0,0,1,Moderate,11.8,0,0,42.0,-5.0,
Volkswagen,Golf,e-Golf,85,27.06.2018,60875,76.0,13.43,Electricity,Summer tires,0,0,1,Moderate,12.4,0,0,64.0,-4.4,
Volkswagen,Golf,e-Golf,85,27.06.2018,60799,1.0,5.4,Electricity,Summer tires,1,0,0,Moderate,8.0,0,0,17.0,-8.8,
Volkswagen,Golf,e-Golf,85,27.06.2018,60798,110.0,3.61,Electricity,Summer tires,0,0,1,Moderate,11.8,0,0,50.0,-5.0,
Volkswagen,Golf,e-Golf,85,26.06.2018,60688,103.0,12.46,Electricity,Summer tires,0,0,1,Moderate,12.1,0,0,55.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,25.06.2018,60585,31.0,3.88,Electricity,Summer tires,0,0,1,Moderate,12.5,0,0,42.0,-4.300000000000001,
Volkswagen,Golf,e-Golf,85,24.06.2018,60554,97.0,13.48,Electricity,Summer tires,0,0,1,Moderate,13.9,0,0,63.0,-2.9000000000000004,
Volkswagen,Golf,e-Golf,85,23.06.2018,60457,40.0,16.5,Electricity,Summer tires,0,1,0,Normal,16.3,0,0,85.0,-0.5,
Volkswagen,Golf,e-Golf,85,23.06.2018,60417,77.0,3.87,Electricity,Summer tires,0,1,0,Moderate,14.2,0,0,65.0,-2.6000000000000014,
Volkswagen,Golf,e-Golf,85,23.06.2018,60340,72.0,13.33,Electricity,Summer tires,0,1,0,Moderate,14.0,0,0,75.0,-2.8000000000000007,
Volkswagen,Golf,e-Golf,85,23.06.2018,60268,83.0,6.51,Electricity,Summer tires,0,1,1,Moderate,13.3,0,0,71.0,-3.5,
Volkswagen,Golf,e-Golf,85,22.06.2018,60185,136.0,15.74,Electricity,Summer tires,1,0,1,Moderate,11.5,0,0,49.0,-5.300000000000001,
Volkswagen,Golf,e-Golf,85,22.06.2018,60049,89.0,16.74,Electricity,Summer tires,0,1,0,Moderate,13.5,0,0,59.0,-3.3000000000000007,
Volkswagen,Golf,e-Golf,85,21.06.2018,59960,3.0,4.55,Electricity,Summer tires,1,0,0,Moderate,10.2,0,0,30.0,-6.600000000000001,
Volkswagen,Golf,e-Golf,85,21.06.2018,59957,88.0,1.67,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,62.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,20.06.2018,59869,86.0,9.03,Electricity,Summer tires,0,1,0,Moderate,10.5,0,0,69.0,-6.300000000000001,
Volkswagen,Golf,e-Golf,85,20.06.2018,59783,87.0,13.78,Electricity,Summer tires,1,1,0,Moderate,12.6,0,0,80.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,20.06.2018,59696,74.0,8.93,Electricity,Summer tires,1,1,0,Moderate,12.7,0,0,58.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,19.06.2018,59622,28.0,0.96,Electricity,Summer tires,1,1,0,Moderate,11.7,0,0,51.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,19.06.2018,59594,85.0,14.51,Electricity,Summer tires,0,1,0,Moderate,12.2,0,0,75.0,-4.600000000000001,
Volkswagen,Golf,e-Golf,85,19.06.2018,59509,88.0,5.77,Electricity,Summer tires,0,1,0,Moderate,11.3,0,0,73.0,-5.5,
Volkswagen,Golf,e-Golf,85,18.06.2018,59421,86.0,10.06,Electricity,Summer tires,0,1,0,Moderate,11.7,0,0,68.0,-5.100000000000001,
Volkswagen,Golf,e-Golf,85,17.06.2018,59335,77.0,12.72,Electricity,Summer tires,0,0,1,Moderate,12.8,0,0,77.0,-4.0,
Volkswagen,Golf,e-Golf,85,16.06.2018,59258,112.0,11.25,Electricity,Summer tires,0,0,1,Moderate,12.6,0,0,53.0,-4.200000000000001,
Volkswagen,Golf,e-Golf,85,16.06.2018,59146,2.0,5.59,Electricity,Summer tires,0,1,0,Moderate,9.8,0,0,21.0,-7.0,
Volkswagen,Golf,e-Golf,85,15.06.2018,59144,86.0,7.44,Electricity,Summer tires,0,1,0,Moderate,11.1,0,0,68.0,-5.700000000000001,
Volkswagen,Golf,e-Golf,85,15.06.2018,59058,86.0,10.04,Electricity,Summer tires,0,1,0,Moderate,12.1,0,0,64.0,-4.700000000000001,
Volkswagen,Golf,e-Golf,85,14.06.2018,58972,85.0,11.35,Electricity,Summer tires,0,1,0,Moderate,11.2,0,0,70.0,-5.600000000000001,
Volkswagen,Golf,e-Golf,85,14.06.2018,58887,89.0,9.3,Electricity,Summer tires,0,1,0,Moderate,12.7,0,0,72.0,-4.100000000000001,
Volkswagen,Golf,e-Golf,85,13.06.2018,58798,86.0,8.0,Electricity,Summer tires,0,1,0,Moderate,12.5,0,0,77.0,-4.300000000000001,
